"cmc","description","numOfColors","numOfReprints","power","rarity","toughness","keywords","releaseDate","price"
"6","flying whenever this attacks add to your mana pool. until end of turn this mana doesn't empty from your mana pool as steps and phases end.","2","1","4.0","5","4.0","[u'Flying']","735572","0.32"
"6","destroy any number of target creatures. for each creature destroyed this way its controller puts a 4/4 red dragon creature token with flying onto the battlefield.","1","1","0","18","0","[u'Flying']","735572","2.33"
"3","sacrifice this: this deals 4 damage to target creature. formidable — : this has base power 8 until end of turn. activate this ability only if creatures you control have total power 8 or greater.","1","1","0.0","14","6.0","[u'Formidable']","735572","0.30"
"4","search your library for up to two basic land cards and put them onto the battlefield tapped. then shuffle your library.","1","6","0","5","0","[]","735572","0.97"
"2","enchant creature enchanted creature can't attack or block.","1","21","0","1","0","[]","735572","0.20"
"1"," when this dies put x +1/+1 counters on target creature you control where x is the number of +1/+1 counters on this.","1","1","0.0","1","0.0","[]","735572","0.26"
"4","megamorph when this is turned face up return target noncreature nonland card from your graveyard to your hand.","1","1","3.0","1","2.0","[u'Megamorph']","735572","0.20"
"6"," flying lifelink your opponents can't cast spells during your turn.","2","1","5.0","18","7.0","[u'Flying', u'Lifelink']","735572","6.07"
"1","","1","1","0","5","0","[]","735572","0.70"
"3","add or to your mana pool. dragon artifact creature with flying until end of turn.","2","1","0","5","0","[u'Flying']","735572","0.23"
"3"," equipped creature gets +3/+0 and has trample. equip","0","1","0","5","0","[u'Trample']","735572","0.18"
"4","as long as you control a dragon this gets +1/+1 and has flying and trample.","0","1","3.0","5","3.0","[u'Trample', u'Flying']","735572","0.20"
"6","flying whenever one or more +1/+1 counters are placed on another creature you control you may put a +1/+1 counter on this.","2","1","4.0","5","4.0","[u'Flying']","735572","0.20"
"2","bolster 1.","1","1","0","5","0","[u'Bolster']","735572","0.20"
"3","to it.","1","1","2.0","5","3.0","[]","735572","0.19"
"3","target player discards two cards.","1","19","0","1","0","[]","735572","0.20"
"2","choose two — your opponents can't gain life this turn.","2","1","0","14","0","[]","735572","8.34"
"1"," megamorph","1","1","1.0","5","1.0","[u'Megamorph']","735572","0.22"
"5","attacking creatures get +2/+0 and gain trample until end of turn.","1","1","0","1","0","[u'Trample']","735572","0.19"
"1","target creature gets +1/+2 and gains deathtouch until end of turn.","1","1","0","1","0","[u'Deathtouch']","735572","0.19"
"4","creatures you control get +2/+1 until end of turn. rebound","1","1","0","5","0","[u'Rebound']","735572","0.18"
"5","flying whenever this deals combat damage to a player look at the top three cards of your library. put one of them into your hand and the rest on the bottom of your library in any order.","2","1","5.0","18","4.0","[u'Hexproof', u'Flying']","735572","5.28"
"3","target creature gets +3/+0 and gains lifelink until end of turn. regenerate it.","1","1","0","1","0","[u'Lifelink']","735572","0.19"
"3","enchant creature enchanted creature has base power and toughness 0/2.","1","1","0","1","0","[]","735572","0.20"
"4","reach megamorph","1","1","3.0","1","4.0","[u'Megamorph', u'Reach']","735572","0.19"
"6","flying whenever you cast a noncreature spell this gets +2/+2 until end of turn.","2","1","4.0","5","4.0","[u'Flying']","735572","0.20"
"4","whenever you cast a noncreature spell you may pay . if you do put a 2/2 blue djinn monk creature token with flying onto the battlefield.","1","1","0","5","0","[u'Flying']","735572","0.20"
"3","enchant land enchanted land has "" : add two mana of any one color to your mana pool.""","1","1","0","1","0","[]","735572","0.20"
"2","add to your mana pool. spend this mana only to cast a face-down creature spell pay a mana cost to turn a manifested creature face up or pay a morph cost.","1","1","0.0","5","4.0","[u'Manifest', u'Morph']","735572","0.20"
"5"," dash","1","1","5.0","1","4.0","[u'Dash']","735572","0.19"
"4","exile target creature an opponent controls. that player reveals cards from the top of his or her library until a creature card is revealed. the player puts that card onto the battlefield then shuffles the rest into his or her library. rebound","1","1","0","14","0","[u'Rebound']","735572","0.29"
"5","formidable — : each creature you control can't be blocked this turn except by two or more creatures. activate this ability only if creatures you control have total power 8 or greater.","1","1","4.0","5","5.0","[u'Formidable']","735572","0.20"
"2","target creature gets +2/+2 and gains trample until end of turn.","1","1","0","1","0","[u'Trample']","735572","0.19"
"5","flying whenever this deals combat damage to a player you may pay . if you do put a 2/2 black zombie creature token onto the battlefield and each opponent puts the top two cards of his or her library into his or her graveyard.","2","2","4.0","14","4.0","[u'Flying']","735572","0.38"
"3","at the beginning of your upkeep you lose 2 life. dash","1","1","5.0","14","3.0","[u'Dash']","735572","0.44"
"2","whenever another nontoken creature enters the battlefield under your control bolster 1.","1","1","2.0","14","2.0","[u'Bolster']","735572","1.30"
"2","sacrifice this: this deals 2 damage to target creature.","0","1","0","1","0","[]","735572","0.19"
"6","as an additional cost to cast this you may reveal a dragon card from your hand. if you revealed a dragon card or controlled a dragon as you cast this this can't be countered. draw four cards.","1","1","0","14","0","[]","735572","0.32"
"2","target opponent sacrifices a green or white creature. if that player does he or she loses 2 life.","1","1","0","5","0","[]","735572","0.31"
"3","megamorph when this is turned face up counter target spell unless its controller pays .","1","1","2.0","5","3.0","[u'Megamorph']","735572","0.18"
"3","trample dash","1","1","4","5","3.0","[u'Dash', u'Trample']","735572","0.20"
"4","exploit when this exploits a creature return to their owners' hands all creatures your opponents control with toughness less than the exploited creature's toughness.","1","1","3.0","14","3.0","[u'Exploit']","735572","0.46"
"1","haste megamorph when this is turned face up target creature gains haste until end of turn.","1","1","1.0","1","1.0","[u'Megamorph', u'Haste', u'Storm']","735572","0.20"
"5","return target nonland permanent to its owner's hand. rebound","1","1","0","5","0","[u'Rebound']","735572","0.21"
"4","exploit when this exploits a creature look at the top four cards of your library. put one of them into your hand and the rest into your graveyard.","1","1","2.0","1","4.0","[u'Exploit']","735572","0.18"
"6","you gain 6 life. draw a card.","1","1","0","1","0","[]","735572","0.20"
"4","lifelink","1","1","3.0","1","2.0","[u'Lifelink']","735572","0.19"
"3","exploit when this exploits a creature creatures your opponents control get -1/-1 until end of turn.","1","1","2.0","5","3.0","[u'Exploit']","735572","0.23"
"1","target creature gets +1/+0 and gains first strike until end of turn.","1","4","0","1","0","[u'First strike']","735572","0.20"
"2","vigilance other warrior creatures you control have vigilance.","1","1","2.0","1","2.0","[u'Vigilance']","735572","0.18"
"3","add or to your mana pool. dragon artifact creature with flying until end of turn.","2","1","0","5","0","[u'Flying']","735572","0.20"
"2","exploit when this exploits a creature target opponent loses 2 life and you gain 2 life.","1","1","1.0","1","3.0","[u'Exploit']","735572","0.20"
"7","return target permanent card from your graveyard to the battlefield. rebound","1","1","0","14","0","[u'Rebound']","735572","0.31"
"4","dash costs you pay cost less . dash","1","1","3.0","5","3.0","[u'Dash']","735572","0.23"
"4","formidable — at the beginning of combat on your turn if creatures you control have total power 8 or greater target creature you control gains haste until end of turn.","1","1","5.0","14","4.0","[u'Haste', u'Formidable']","735572","0.44"
"7","flying when this dies you may put it on the top or bottom of its owner's library.","2","2","6.0","14","6.0","[u'Flying']","735572","0.29"
"4","gain control of target creature until end of turn. untap that creature. it gains haste until end of turn and can't be blocked this turn except by two or more creatures.","1","1","0","1","0","[u'Haste']","735572","0.20"
"2","","1","2","0","1","0","[]","735572","0.19"
"5","exploit when this exploits a creature target creature gets -3/-3 until end of turn.","1","1","3.0","1","3.0","[u'Exploit']","735572","0.20"
"6","flying whenever you sacrifice a creature target opponent sacrifices a creature.","2","1","4.0","5","4.0","[u'Flying']","735572","0.29"
"6","flying haste other creatures you control have haste. whenever an opponent casts a creature or planeswalker spell with the same name as a card in his or her graveyard that player loses 10 life.","2","1","6.0","18","5.0","[u'Flying', u'Haste']","735572","2.60"
